OID_,Field1,cntNo,id,date,timeX,time,lat,lon,tempC,extTemp,activity,speedKm,dir,altM,cov,hdop,distM,count,fileName,insideKNP,idF,dateTime,label
125,8463,8463,SAT1841,2016/03/30 00:00,1899/12/31 00:00:00,06:40:33,-25.18635,31.704167,25.5,0,0,0,0,288,0,4,540,593,SAT 1841.xlsx,Y,SAT1841,2016/03/30 00:00,0
126,8464,8464,SAT1841,2016/03/30 00:00,1899/12/31 00:00:00,10:41:03,-25.19,31.704333,31,0,0,0,0,294,5,7,407,594,SAT 1841.xlsx,Y,SAT1841,2016/03/30 00:00,1
127,8466,8466,SAT1841,2016/03/31 00:00,1899/12/31 00:00:00,02:40:56,-25.1992,31.71815,25.5,0,0,0,0,287,2,2,1728,596,SAT 1841.xlsx,Y,SAT1841,2016/03/31 00:00,1
128,8469,8469,SAT1841,2016/03/31 00:00,1899/12/31 00:00:00,14:40:32,-25.1919,31.735917,35,0,0,0,0,339,0,1,1965,599,SAT 1841.xlsx,Y,SAT1841,2016/03/31 00:00,1
129,8473,8473,SAT1841,2016/04/01 00:00,1899/12/31 00:00:00,06:40:48,-25.186183,31.772267,25,0,0,0,0,327,0,10,3717,603,SAT 1841.xlsx,Y,SAT1841,2016/04/01 00:00,0
130,8475,8475,SAT1841,2016/04/01 00:00,1899/12/31 00:00:00,18:40:51,-25.194833,31.776567,30.5,0,0,0,0,317,0,1,1056,605,SAT 1841.xlsx,Y,SAT1841,2016/04/01 00:00,1
131,8477,8477,SAT1841,2016/04/02 00:00,1899/12/31 00:00:00,06:40:51,-25.20025,31.771567,26.5,0,0,0,0,327,3,1,786,607,SAT 1841.xlsx,Y,SAT1841,2016/04/02 00:00,0
132,8478,8478,SAT1841,2016/04/02 00:00,1899/12/31 00:00:00,18:40:57,-25.189267,31.785133,29.5,0,0,0,0,295,0,1,1834,608,SAT 1841.xlsx,Y,SAT1841,2016/04/02 00:00,1
133,8480,8480,SAT1841,2016/04/03 00:00,1899/12/31 00:00:00,02:40:56,-25.182683,31.78405,27.5,0,0,0,0,319,5,5,741,610,SAT 1841.xlsx,Y,SAT1841,2016/04/03 00:00,1
134,8484,8484,SAT1841,2016/04/04 00:00,1899/12/31 00:00:00,22:40:33,-25.192317,31.7613,28,0,0,0,0,350,0,2,2530,614,SAT 1841.xlsx,Y,SAT1841,2016/04/04 00:00,0
135,8489,8489,SAT1841,2016/04/06 00:00,1899/12/31 00:00:00,02:40:32,-25.19315,31.754067,25.5,0,0,0,0,340,5,1,734,619,SAT 1841.xlsx,Y,SAT1841,2016/04/06 00:00,1
136,8490,8490,SAT1841,2016/04/06 00:00,1899/12/31 00:00:00,22:40:32,-25.185783,31.722183,20,0,0,0,0,294,0,1,3315,620,SAT 1841.xlsx,Y,SAT1841,2016/04/06 00:00,1
137,8491,8491,SAT1841,2016/04/07 00:00,1899/12/31 00:00:00,10:41:01,-25.183817,31.713667,28,0,0,0,0,316,4,14,885,621,SAT 1841.xlsx,Y,SAT1841,2016/04/07 00:00,1
138,8495,8495,SAT1841,2016/04/07 00:00,1899/12/31 00:00:00,14:40:32,-25.192383,31.711667,30.5,0,0,0,0,285,1,0,975,625,SAT 1841.xlsx,Y,SAT1841,2016/04/07 00:00,0
139,8500,8500,SAT1841,2016/04/08 00:00,1899/12/31 00:00:00,18:40:32,-25.180367,31.721017,25,0,0,0,0,316,5,4,1636,630,SAT 1841.xlsx,Y,SAT1841,2016/04/08 00:00,0
140,8502,8502,SAT1841,2016/04/09 00:00,1899/12/31 00:00:00,02:41:03,-25.17595,31.720567,23.5,0,0,0,0,336,5,3,494,632,SAT 1841.xlsx,Y,SAT1841,2016/04/09 00:00,0
141,8505,8505,SAT1841,2016/04/10 00:00,1899/12/31 00:00:00,06:40:51,-25.200183,31.74655,20,0,0,0,0,300,0,3,3759,635,SAT 1841.xlsx,Y,SAT1841,2016/04/10 00:00,1
142,8508,8508,SAT1841,2016/04/10 00:00,1899/12/31 00:00:00,14:40:57,-25.1998,31.75545,33.5,0,0,0,0,321,5,5,897,638,SAT 1841.xlsx,Y,SAT1841,2016/04/10 00:00,0
143,8510,8510,SAT1841,2016/04/11 00:00,1899/12/31 00:00:00,02:40:56,-25.2152,31.779267,22,0,0,0,0,306,4,2,2948,640,SAT 1841.xlsx,Y,SAT1841,2016/04/11 00:00,1
144,8514,8514,SAT1841,2016/04/12 00:00,1899/12/31 00:00:00,06:40:32,-25.209133,31.77635,23,0,0,0,0,305,0,2,736,644,SAT 1841.xlsx,Y,SAT1841,2016/04/12 00:00,1
145,8516,8516,SAT1841,2016/04/12 00:00,1899/12/31 00:00:00,22:40:33,-25.219483,31.780383,25.5,0,0,0,0,268,0,1,1222,646,SAT 1841.xlsx,Y,SAT1841,2016/04/12 00:00,1
146,8517,8517,SAT1841,2016/04/13 00:00,1899/12/31 00:00:00,02:41:02,-25.218133,31.77725,22.5,0,0,0,0,285,3,2,350,647,SAT 1841.xlsx,Y,SAT1841,2016/04/13 00:00,0
147,8518,8518,SAT1841,2016/04/13 00:00,1899/12/31 00:00:00,10:40:32,-25.208217,31.778333,32,0,0,0,0,299,5,4,1109,648,SAT 1841.xlsx,Y,SAT1841,2016/04/13 00:00,0
148,8519,8519,SAT1841,2016/04/13 00:00,1899/12/31 00:00:00,14:40:50,-25.20785,31.77785,34.5,0,0,0,0,287,0,3,64,649,SAT 1841.xlsx,Y,SAT1841,2016/04/13 00:00,1
149,8520,8520,SAT1841,2016/04/13 00:00,1899/12/31 00:00:00,18:40:32,-25.21365,31.779817,27.5,0,0,0,0,278,0,2,675,650,SAT 1841.xlsx,Y,SAT1841,2016/04/13 00:00,1
150,8521,8521,SAT1841,2016/04/14 00:00,1899/12/31 00:00:00,02:40:56,-25.207483,31.776733,23,0,0,0,0,301,0,5,753,651,SAT 1841.xlsx,Y,SAT1841,2016/04/14 00:00,0
151,8522,8522,SAT1841,2016/04/14 00:00,1899/12/31 00:00:00,06:40:59,-25.2069,31.77715,22,0,0,0,0,298,5,8,77,652,SAT 1841.xlsx,Y,SAT1841,2016/04/14 00:00,0
152,8524,8524,SAT1841,2016/04/14 00:00,1899/12/31 00:00:00,10:40:33,-25.210383,31.77845,34.5,0,0,0,0,273,0,4,409,654,SAT 1841.xlsx,Y,SAT1841,2016/04/14 00:00,0
153,8527,8527,SAT1841,2016/04/14 00:00,1899/12/31 00:00:00,14:40:58,-25.21,31.778717,35,0,0,0,0,285,0,4,50,657,SAT 1841.xlsx,Y,SAT1841,2016/04/14 00:00,1
154,8530,8530,SAT1841,2016/04/14 00:00,1899/12/31 00:00:00,22:40:57,-25.211783,31.777267,25,0,0,0,0,287,0,2,246,660,SAT 1841.xlsx,Y,SAT1841,2016/04/14 00:00,0
155,8533,8533,SAT1841,2016/04/15 00:00,1899/12/31 00:00:00,06:40:57,-25.1995,31.774933,26.5,0,0,0,0,316,5,5,1387,663,SAT 1841.xlsx,Y,SAT1841,2016/04/15 00:00,1
156,8534,8534,SAT1841,2016/04/15 00:00,1899/12/31 00:00:00,18:40:57,-25.193233,31.776883,29.5,0,0,0,0,311,3,2,725,664,SAT 1841.xlsx,Y,SAT1841,2016/04/15 00:00,0
157,8537,8537,SAT1841,2016/04/16 00:00,1899/12/31 00:00:00,06:40:32,-25.2041,31.77605,26,0,0,0,0,303,0,3,1213,667,SAT 1841.xlsx,Y,SAT1841,2016/04/16 00:00,1
158,8538,8538,SAT1841,2016/04/16 00:00,1899/12/31 00:00:00,10:40:32,-25.204983,31.77655,31,0,0,0,0,301,5,3,110,668,SAT 1841.xlsx,Y,SAT1841,2016/04/16 00:00,0
159,8539,8539,SAT1841,2016/04/16 00:00,1899/12/31 00:00:00,14:40:59,-25.20505,31.777467,36.5,0,0,0,0,297,1,2,93,669,SAT 1841.xlsx,Y,SAT1841,2016/04/16 00:00,1
160,8540,8540,SAT1841,2016/04/16 00:00,1899/12/31 00:00:00,18:40:51,-25.20385,31.776283,29.5,0,0,0,0,304,0,7,179,670,SAT 1841.xlsx,Y,SAT1841,2016/04/16 00:00,1
161,8541,8541,SAT1841,2016/04/16 00:00,1899/12/31 00:00:00,22:40:32,-25.204267,31.775983,25.5,0,0,0,0,307,3,2,55,671,SAT 1841.xlsx,Y,SAT1841,2016/04/16 00:00,0
162,8545,8545,SAT1841,2016/04/18 00:00,1899/12/31 00:00:00,14:40:02,-25.202583,31.7239,29,0,0,0,0,279,0,3,5249,675,SAT 1841.xlsx,Y,SAT1841,2016/04/18 00:00,0
163,8547,8547,SAT1841,2016/04/18 00:00,1899/12/31 00:00:00,22:41:03,-25.20055,31.755233,27.5,0,0,0,0,336,0,2,3164,677,SAT 1841.xlsx,Y,SAT1841,2016/04/18 00:00,1
164,8549,8549,SAT1841,2016/04/19 00:00,1899/12/31 00:00:00,06:41:02,-25.20525,31.771217,24.5,0,0,0,0,307,5,5,1693,679,SAT 1841.xlsx,Y,SAT1841,2016/04/19 00:00,1
165,8550,8550,SAT1841,2016/04/19 00:00,1899/12/31 00:00:00,14:40:32,-25.203283,31.776217,33,0,0,0,0,298,4,2,549,680,SAT 1841.xlsx,Y,SAT1841,2016/04/19 00:00,0
166,8551,8551,SAT1841,2016/04/19 00:00,1899/12/31 00:00:00,22:40:32,-25.228067,31.784167,24,0,0,0,0,271,1,3,2873,681,SAT 1841.xlsx,Y,SAT1841,2016/04/19 00:00,0
167,8552,8552,SAT1841,2016/04/20 00:00,1899/12/31 00:00:00,02:40:51,-25.217067,31.7817,25.5,0,0,0,0,280,0,3,1249,682,SAT 1841.xlsx,Y,SAT1841,2016/04/20 00:00,1
168,8553,8553,SAT1841,2016/04/20 00:00,1899/12/31 00:00:00,06:40:33,-25.217867,31.78165,25,0,0,0,0,255,0,5,89,683,SAT 1841.xlsx,Y,SAT1841,2016/04/20 00:00,1
169,8556,8556,SAT1841,2016/04/20 00:00,1899/12/31 00:00:00,10:40:51,-25.2367,31.786283,39,0,0,0,0,245,5,5,2148,686,SAT 1841.xlsx,Y,SAT1841,2016/04/20 00:00,0
170,8557,8557,SAT1841,2016/04/20 00:00,1899/12/31 00:00:00,14:40:32,-25.236867,31.786333,33.5,0,0,0,0,242,1,0,19,687,SAT 1841.xlsx,Y,SAT1841,2016/04/20 00:00,0
171,8558,8558,SAT1841,2016/04/20 00:00,1899/12/31 00:00:00,18:40:57,-25.223783,31.791217,27.5,0,0,0,0,263,0,3,1537,688,SAT 1841.xlsx,Y,SAT1841,2016/04/20 00:00,0
172,8562,8562,SAT1841,2016/04/21 00:00,1899/12/31 00:00:00,06:40:56,-25.220417,31.7754,25,0,0,0,0,288,0,3,1636,692,SAT 1841.xlsx,Y,SAT1841,2016/04/21 00:00,1
173,8563,8563,SAT1841,2016/04/21 00:00,1899/12/31 00:00:00,14:40:32,-25.2063,31.72395,34.5,0,0,0,0,273,0,1,5415,693,SAT 1841.xlsx,Y,SAT1841,2016/04/21 00:00,0
174,8567,8567,SAT1841,2016/04/22 00:00,1899/12/31 00:00:00,22:41:02,-25.203917,31.753233,27,0,0,0,0,322,0,5,1702,697,SAT 1841.xlsx,Y,SAT1841,2016/04/22 00:00,1
175,8570,8570,SAT1841,2016/04/23 00:00,1899/12/31 00:00:00,02:41:04,-25.201733,31.758,26,0,0,0,0,312,0,5,538,700,SAT 1841.xlsx,Y,SAT1841,2016/04/23 00:00,1
176,8573,8573,SAT1841,2016/04/24 00:00,1899/12/31 00:00:00,10:40:33,-25.19835,31.74585,28,0,0,0,0,304,1,2,1280,703,SAT 1841.xlsx,Y,SAT1841,2016/04/24 00:00,1
177,8574,8574,SAT1841,2016/04/25 00:00,1899/12/31 00:00:00,06:40:26,-25.191217,31.75415,24.5,0,0,0,0,337,0,3,1153,704,SAT 1841.xlsx,Y,SAT1841,2016/04/25 00:00,0
178,8575,8575,SAT1841,2016/04/25 00:00,1899/12/31 00:00:00,18:40:32,-25.2012,31.7171,29,0,0,0,0,269,2,1,3894,705,SAT 1841.xlsx,Y,SAT1841,2016/04/25 00:00,1
179,8578,8578,SAT1841,2016/04/26 00:00,1899/12/31 00:00:00,02:40:51,-25.200883,31.760583,25.5,0,0,0,0,310,5,2,4380,708,SAT 1841.xlsx,Y,SAT1841,2016/04/26 00:00,0
180,8580,8580,SAT1841,2016/04/26 00:00,1899/12/31 00:00:00,10:40:32,-25.1979,31.7708,28,0,0,0,0,342,0,1,1081,710,SAT 1841.xlsx,Y,SAT1841,2016/04/26 00:00,1
181,8581,8581,SAT1841,2016/04/26 00:00,1899/12/31 00:00:00,14:40:32,-25.19745,31.769533,36,0,0,0,0,329,5,1,137,711,SAT 1841.xlsx,Y,SAT1841,2016/04/26 00:00,1
182,8582,8582,SAT1841,2016/04/26 00:00,1899/12/31 00:00:00,18:41:02,-25.198217,31.77025,24,0,0,0,0,318,3,2,112,712,SAT 1841.xlsx,Y,SAT1841,2016/04/26 00:00,0
183,8584,8584,SAT1841,2016/04/27 00:00,1899/12/31 00:00:00,14:40:51,-25.21995,31.797883,35,0,0,0,0,275,0,1,3688,714,SAT 1841.xlsx,Y,SAT1841,2016/04/27 00:00,0
184,8590,8590,SAT1841,2016/04/28 00:00,1899/12/31 00:00:00,10:40:33,-25.189917,31.669083,32,0,0,0,0,356,0,6,13397,720,SAT 1841.xlsx,Y,SAT1841,2016/04/28 00:00,0
185,8592,8592,SAT1841,2016/04/28 00:00,1899/12/31 00:00:00,18:41:03,-25.19525,31.666667,28.5,0,0,0,0,336,4,4,642,722,SAT 1841.xlsx,Y,SAT1841,2016/04/28 00:00,1
186,8593,8593,SAT1841,2016/04/30 00:00,1899/12/31 00:00:00,06:40:32,-25.1925,31.74355,26,0,0,0,0,328,0,2,7750,723,SAT 1841.xlsx,Y,SAT1841,2016/04/30 00:00,0
187,8595,8595,SAT1841,2016/04/30 00:00,1899/12/31 00:00:00,22:40:32,-25.192633,31.752567,22.5,0,0,0,0,333,4,2,908,725,SAT 1841.xlsx,Y,SAT1841,2016/04/30 00:00,1
188,8596,8596,SAT1841,2016/05/01 00:00,1899/12/31 00:00:00,02:41:03,-25.191067,31.751217,19,0,0,0,0,332,0,5,221,726,SAT 1841.xlsx,Y,SAT1841,2016/05/01 00:00,1
189,8597,8597,SAT1841,2016/05/01 00:00,1899/12/31 00:00:00,06:40:57,-25.189167,31.748117,19.5,0,0,0,0,335,1,3,377,727,SAT 1841.xlsx,Y,SAT1841,2016/05/01 00:00,1
190,8598,8598,SAT1841,2016/05/01 00:00,1899/12/31 00:00:00,14:40:32,-25.191883,31.735633,31,0,0,0,0,319,0,3,1293,728,SAT 1841.xlsx,Y,SAT1841,2016/05/01 00:00,0
191,8600,8600,SAT1841,2016/05/01 00:00,1899/12/31 00:00:00,22:41:03,-25.1851,31.67415,19,0,0,0,0,356,3,3,6239,730,SAT 1841.xlsx,Y,SAT1841,2016/05/01 00:00,0
192,8601,8601,SAT1841,2016/05/02 00:00,1899/12/31 00:00:00,02:40:56,-25.1837,31.674033,22,0,0,0,0,366,1,6,156,731,SAT 1841.xlsx,Y,SAT1841,2016/05/02 00:00,1
193,8602,8602,SAT1841,2016/05/02 00:00,1899/12/31 00:00:00,10:40:33,-25.1829,31.681017,27.5,0,0,0,0,342,3,3,709,732,SAT 1841.xlsx,Y,SAT1841,2016/05/02 00:00,1
194,8604,8604,SAT1841,2016/05/02 00:00,1899/12/31 00:00:00,14:40:58,-25.182867,31.680917,29.5,0,0,0,0,341,0,3,11,734,SAT 1841.xlsx,Y,SAT1841,2016/05/02 00:00,0
195,8610,8610,SAT1841,2016/05/03 00:00,1899/12/31 00:00:00,02:40:57,-25.182667,31.680717,21,0,0,0,0,352,0,1,30,740,SAT 1841.xlsx,Y,SAT1841,2016/05/03 00:00,1
196,8615,8615,SAT1841,2016/05/03 00:00,1899/12/31 00:00:00,06:40:56,-25.180617,31.675367,21,0,0,0,0,359,5,3,585,745,SAT 1841.xlsx,Y,SAT1841,2016/05/03 00:00,1
197,8619,8619,SAT1841,2016/05/04 00:00,1899/12/31 00:00:00,10:40:33,-25.192083,31.74535,27,0,0,0,0,317,0,2,7164,749,SAT 1841.xlsx,Y,SAT1841,2016/05/04 00:00,0
198,8621,8621,SAT1841,2016/05/05 00:00,1899/12/31 00:00:00,02:40:32,-25.1947,31.741767,21,0,0,0,0,337,3,1,469,751,SAT 1841.xlsx,Y,SAT1841,2016/05/05 00:00,0
199,8622,8622,SAT1841,2016/05/05 00:00,1899/12/31 00:00:00,14:40:57,-25.201333,31.738717,32,0,0,0,0,332,5,1,800,752,SAT 1841.xlsx,Y,SAT1841,2016/05/05 00:00,1
200,8625,8625,SAT1841,2016/05/06 00:00,1899/12/31 00:00:00,06:40:51,-25.188733,31.664083,19,0,0,0,0,340,5,5,7647,755,SAT 1841.xlsx,Y,SAT1841,2016/05/06 00:00,0
201,8626,8626,SAT1841,2016/05/06 00:00,1899/12/31 00:00:00,10:40:32,-25.193567,31.661333,29,0,0,0,0,352,1,3,605,756,SAT 1841.xlsx,Y,SAT1841,2016/05/06 00:00,1
202,8627,8627,SAT1841,2016/05/06 00:00,1899/12/31 00:00:00,14:40:56,-25.193567,31.661433,31,0,0,0,0,356,1,4,10,757,SAT 1841.xlsx,Y,SAT1841,2016/05/06 00:00,1
203,8635,8635,SAT1841,2016/05/07 00:00,1899/12/31 00:00:00,14:40:32,-25.192383,31.73865,29,0,0,0,0,327,0,1,7779,765,SAT 1841.xlsx,Y,SAT1841,2016/05/07 00:00,1
204,8654,8654,SAT1841,2016/05/11 00:00,1899/12/31 00:00:00,02:40:32,-25.197317,31.744033,15,0,0,0,0,318,4,2,39,784,SAT 1841.xlsx,Y,SAT1841,2016/05/11 00:00,1
205,8705,8705,SAT1841,2016/05/19 00:00,1899/12/31 00:00:00,14:40:57,-25.197317,31.744,35.5,0,0,0,0,318,0,1,11,835,SAT 1841.xlsx,Y,SAT1841,2016/05/19 00:00,1
206,8714,8714,SAT1841,2016/05/21 00:00,1899/12/31 00:00:00,02:40:32,-25.197083,31.74405,15.5,0,0,0,0,319,5,1,26,844,SAT 1841.xlsx,Y,SAT1841,2016/05/21 00:00,1
207,8718,8718,SAT1841,2016/05/21 00:00,1899/12/31 00:00:00,18:40:51,-25.196917,31.743983,16.5,0,0,0,0,318,0,6,21,848,SAT 1841.xlsx,Y,SAT1841,2016/05/21 00:00,1
208,8719,8719,SAT1841,2016/05/21 00:00,1899/12/31 00:00:00,22:40:56,-25.197083,31.743967,13,0,0,0,0,328,0,2,19,849,SAT 1841.xlsx,Y,SAT1841,2016/05/21 00:00,0
209,8725,8725,SAT1841,2016/05/22 00:00,1899/12/31 00:00:00,22:40:50,-25.19705,31.744017,14.5,0,0,0,0,314,0,11,13,855,SAT 1841.xlsx,Y,SAT1841,2016/05/22 00:00,1
210,8730,8730,SAT1841,2016/05/23 00:00,1899/12/31 00:00:00,18:41:04,-24.9936,31.5889,30,0,0,0,0,269,0,2,27526,860,SAT 1841.xlsx,Y,SAT1841,2016/05/23 00:00,0
211,8731,8731,SAT1841,2016/05/24 00:00,1899/12/31 00:00:00,02:40:54,-24.993267,31.583517,21,0,0,0,0,261,0,3,544,861,SAT 1841.xlsx,Y,SAT1841,2016/05/24 00:00,0
212,8732,8732,SAT1841,2016/05/24 00:00,1899/12/31 00:00:00,10:40:32,-24.994833,31.590433,17,0,0,0,0,258,0,1,719,862,SAT 1841.xlsx,Y,SAT1841,2016/05/24 00:00,1
213,8733,8733,SAT1841,2016/05/24 00:00,1899/12/31 00:00:00,18:40:50,-24.993317,31.583533,25.5,0,0,0,0,258,0,2,716,863,SAT 1841.xlsx,Y,SAT1841,2016/05/24 00:00,1
214,8734,8734,SAT1841,2016/05/24 00:00,1899/12/31 00:00:00,22:40:57,-24.993367,31.58365,21.5,0,0,0,0,275,0,1,13,864,SAT 1841.xlsx,Y,SAT1841,2016/05/24 00:00,0
215,8736,8736,SAT1841,2016/05/25 00:00,1899/12/31 00:00:00,06:40:57,-24.993417,31.58375,12,0,0,0,0,266,2,3,14,866,SAT 1841.xlsx,Y,SAT1841,2016/05/25 00:00,0
216,8737,8737,SAT1841,2016/05/25 00:00,1899/12/31 00:00:00,18:40:56,-25.031283,31.794983,23.5,0,0,0,0,170,3,4,21722,867,SAT 1841.xlsx,Y,SAT1841,2016/05/25 00:00,1
217,8739,8739,SAT1841,2016/05/26 00:00,1899/12/31 00:00:00,10:40:33,-24.994283,31.589767,20.5,0,0,0,0,243,0,2,21108,869,SAT 1841.xlsx,Y,SAT1841,2016/05/26 00:00,0
218,8740,8740,SAT1841,2016/05/26 00:00,1899/12/31 00:00:00,14:40:57,-24.993367,31.583733,24.5,0,0,0,0,277,0,1,617,870,SAT 1841.xlsx,Y,SAT1841,2016/05/26 00:00,0
219,8751,8751,SAT1841,2016/05/28 00:00,1899/12/31 00:00:00,22:41:02,-24.993267,31.583733,14.5,0,0,0,0,262,0,4,11,881,SAT 1841.xlsx,Y,SAT1841,2016/05/28 00:00,0
220,8752,8752,SAT1841,2016/05/29 00:00,1899/12/31 00:00:00,02:40:33,-24.993467,31.5837,11.5,0,0,0,0,287,0,2,23,882,SAT 1841.xlsx,Y,SAT1841,2016/05/29 00:00,0
221,8753,8753,SAT1841,2016/05/29 00:00,1899/12/31 00:00:00,10:40:32,-24.993367,31.5837,18.5,0,0,0,0,255,0,1,11,883,SAT 1841.xlsx,Y,SAT1841,2016/05/29 00:00,1
222,8757,8757,SAT1841,2016/05/30 00:00,1899/12/31 00:00:00,02:40:52,-24.993383,31.58375,11,0,0,0,0,281,0,2,13,887,SAT 1841.xlsx,Y,SAT1841,2016/05/30 00:00,0
223,8766,8766,SAT1841,2016/05/31 00:00,1899/12/31 00:00:00,18:40:57,-24.993233,31.583633,21,0,0,0,0,230,0,2,15,896,SAT 1841.xlsx,Y,SAT1841,2016/05/31 00:00,1
224,8767,8767,SAT1841,2016/06/01 00:00,1899/12/31 00:00:00,02:40:41,-24.99315,31.5838,16,0,0,0,0,322,0,9,19,897,SAT 1841.xlsx,Y,SAT1841,2016/06/01 00:00,1
225,8768,8768,SAT1841,2016/06/01 00:00,1899/12/31 00:00:00,06:41:03,-24.993383,31.583683,13.5,0,0,0,0,266,3,3,29,898,SAT 1841.xlsx,Y,SAT1841,2016/06/01 00:00,1
226,8777,8777,SAT1841,2016/06/02 00:00,1899/12/31 00:00:00,18:41:03,-24.9934,31.583767,21,0,0,0,0,272,0,2,10,907,SAT 1841.xlsx,Y,SAT1841,2016/06/02 00:00,1
227,8780,8780,SAT1841,2016/06/03 00:00,1899/12/31 00:00:00,10:40:32,-24.993417,31.583733,21,0,0,0,0,260,0,3,11,910,SAT 1841.xlsx,Y,SAT1841,2016/06/03 00:00,0
228,8783,8783,SAT1841,2016/06/03 00:00,1899/12/31 00:00:00,22:41:03,-24.9933,31.583683,15.5,0,0,0,0,285,0,1,14,913,SAT 1841.xlsx,Y,SAT1841,2016/06/03 00:00,0
229,8787,8787,SAT1841,2016/06/04 00:00,1899/12/31 00:00:00,18:40:51,-24.993333,31.583733,21,0,0,0,0,258,3,2,10,917,SAT 1841.xlsx,Y,SAT1841,2016/06/04 00:00,0
230,8789,8789,SAT1841,2016/06/05 00:00,1899/12/31 00:00:00,02:40:41,-24.993367,31.5835,14,0,0,0,0,230,0,7,24,919,SAT 1841.xlsx,Y,SAT1841,2016/06/05 00:00,1
231,8791,8791,SAT1841,2016/06/05 00:00,1899/12/31 00:00:00,06:41:03,-24.993433,31.5837,12,0,0,0,0,269,0,3,22,921,SAT 1841.xlsx,Y,SAT1841,2016/06/05 00:00,0
232,8795,8795,SAT1841,2016/06/05 00:00,1899/12/31 00:00:00,14:40:58,-24.993317,31.583533,25,0,0,0,0,243,0,7,19,925,SAT 1841.xlsx,Y,SAT1841,2016/06/05 00:00,0
233,8797,8797,SAT1841,2016/06/06 00:00,1899/12/31 00:00:00,02:40:32,-24.9934,31.583883,17,0,0,0,0,303,5,6,37,927,SAT 1841.xlsx,Y,SAT1841,2016/06/06 00:00,0
234,8798,8798,SAT1841,2016/06/06 00:00,1899/12/31 00:00:00,06:40:51,-24.993283,31.583633,16,0,0,0,0,260,0,5,28,928,SAT 1841.xlsx,Y,SAT1841,2016/06/06 00:00,0
235,8799,8799,SAT1841,2016/06/06 00:00,1899/12/31 00:00:00,10:41:00,-24.99335,31.583717,23,0,0,0,0,267,0,3,11,929,SAT 1841.xlsx,Y,SAT1841,2016/06/06 00:00,0
236,8800,8800,SAT1841,2016/06/06 00:00,1899/12/31 00:00:00,14:40:50,-24.993333,31.583617,27,0,0,0,0,253,0,7,10,930,SAT 1841.xlsx,Y,SAT1841,2016/06/06 00:00,1
237,8802,8802,SAT1841,2016/06/07 00:00,1899/12/31 00:00:00,02:40:57,-24.9934,31.5837,14.5,0,0,0,0,272,5,7,11,932,SAT 1841.xlsx,Y,SAT1841,2016/06/07 00:00,1
238,8805,8805,SAT1841,2016/06/07 00:00,1899/12/31 00:00:00,14:40:57,-24.993333,31.583567,27.5,0,0,0,0,246,0,4,16,935,SAT 1841.xlsx,Y,SAT1841,2016/06/07 00:00,1
239,8807,8807,SAT1841,2016/06/07 00:00,1899/12/31 00:00:00,22:41:02,-24.993383,31.5837,14,0,0,0,0,240,0,2,13,937,SAT 1841.xlsx,Y,SAT1841,2016/06/07 00:00,0
240,8816,8816,SAT1841,2016/06/09 00:00,1899/12/31 00:00:00,14:40:51,-24.993317,31.583517,28,0,0,0,0,243,0,8,17,946,SAT 1841.xlsx,Y,SAT1841,2016/06/09 00:00,0
241,8817,8817,SAT1841,2016/06/09 00:00,1899/12/31 00:00:00,18:40:51,-24.9934,31.583683,19.5,0,0,0,0,266,0,2,19,947,SAT 1841.xlsx,Y,SAT1841,2016/06/09 00:00,1
242,8818,8818,SAT1841,2016/06/09 00:00,1899/12/31 00:00:00,22:40:57,-24.9933,31.583683,12.5,0,0,0,0,294,0,3,11,948,SAT 1841.xlsx,Y,SAT1841,2016/06/09 00:00,1
243,8824,8824,SAT1841,2016/06/11 00:00,1899/12/31 00:00:00,02:40:33,-24.993333,31.583667,11.5,0,0,0,0,260,0,2,10,954,SAT 1841.xlsx,Y,SAT1841,2016/06/11 00:00,1
244,8825,8825,SAT1841,2016/06/11 00:00,1899/12/31 00:00:00,06:40:58,-24.9934,31.583467,9.5,0,0,0,0,230,0,12,22,955,SAT 1841.xlsx,Y,SAT1841,2016/06/11 00:00,0
245,8826,8826,SAT1841,2016/06/11 00:00,1899/12/31 00:00:00,10:40:51,-24.993417,31.583667,22.5,0,0,0,0,252,0,1,20,956,SAT 1841.xlsx,Y,SAT1841,2016/06/11 00:00,1
246,8827,8827,SAT1841,2016/06/11 00:00,1899/12/31 00:00:00,14:40:57,-24.993333,31.583567,24,0,0,0,0,252,0,5,14,957,SAT 1841.xlsx,Y,SAT1841,2016/06/11 00:00,1
247,8828,8828,SAT1841,2016/06/11 00:00,1899/12/31 00:00:00,18:40:51,-24.993333,31.5837,19,0,0,0,0,259,0,2,13,958,SAT 1841.xlsx,Y,SAT1841,2016/06/11 00:00,0
248,8831,8831,SAT1841,2016/06/12 00:00,1899/12/31 00:00:00,06:41:03,-24.993383,31.583583,15,0,0,0,0,248,2,6,14,961,SAT 1841.xlsx,Y,SAT1841,2016/06/12 00:00,1
249,8832,8832,SAT1841,2016/06/12 00:00,1899/12/31 00:00:00,10:40:32,-24.993383,31.5837,20.5,0,0,0,0,259,0,2,12,962,SAT 1841.xlsx,Y,SAT1841,2016/06/12 00:00,1
250,8836,8836,SAT1841,2016/06/13 00:00,1899/12/31 00:00:00,02:40:33,-24.9934,31.583533,13,0,0,0,0,252,0,3,17,966,SAT 1841.xlsx,Y,SAT1841,2016/06/13 00:00,1
